iter	RMSE
715	0.3003019939
716	0.3002165497
717	0.3000352374
718	0.2997399079
719	0.2995762546
720	0.2994202043
721	0.2993131054
722	0.2992407194
723	0.2990993609
724	0.2990034131
725	0.2989593414
726	0.2988314535
727	0.2986546739
728	0.2985280415
729	0.2983729057
730	0.2982521377
731	0.2980646411
732	0.2978331085
733	0.2976703919
734	0.2975333033
735	0.297443845
736	0.2973942983
737	0.2972530954
738	0.2971966555
739	0.2970396477
740	0.2969768815
741	0.2968252763
742	0.2967542063
743	0.2966330587
744	0.296590267
745	0.2964969989
746	0.296362969
747	0.2962631315
748	0.2961678615
749	0.2959100092
750	0.2956808158
751	0.2955195399
752	0.2952815765
753	0.2952203493
754	0.2950493144
755	0.2949285577
756	0.2948193398
757	0.2946765812
758	0.2946037095
759	0.294463343
760	0.2943284084
761	0.2942350767
762	0.2940658982
763	0.2939990869
764	0.2938518599
765	0.2937482446
766	0.2935610308
767	0.2934244185
768	0.2933295772
769	0.2932346567
770	0.2930629556
771	0.292949866
772	0.2928592614
773	0.2927694813
774	0.2926449285
775	0.2926026209
776	0.2924422714
777	0.2922819726
778	0.2921435996
779	0.2920565087
780	0.2919289076
781	0.2918039526
782	0.2916626643
783	0.2914685956
784	0.291303401
785	0.2911776038
786	0.2910094251
787	0.2908278116
788	0.2906628236
789	0.2905459868
790	0.2904168898
791	0.2902680051
792	0.2901941716
793	0.2900517784
794	0.2899860764
795	0.289846554
796	0.2896872002
797	0.2895169895
798	0.2893912465
799	0.2893268077
800	0.289221639
801	0.289161682
802	0.2890012476
803	0.2889494447
804	0.2888263471
805	0.2886882447
806	0.2886038962
807	0.2885375607
808	0.2883812226
809	0.2883199949
810	0.2882060766
811	0.288102775
812	0.2879641231
813	0.2878877747
814	0.2877844627
815	0.2876249211
816	0.2875066967
817	0.2874536096
818	0.2873327916
819	0.2870700681
820	0.2870115986
821	0.2869061566
822	0.2868103762
823	0.286709792
824	0.2866346098
825	0.2864723318
826	0.2863761613
827	0.2861855467
828	0.2861255498
829	0.286006764
830	0.2858473377
831	0.2857566944
832	0.2857317241
833	0.2856298609
834	0.2855690556
835	0.2853642803
836	0.2852040841
837	0.2850983312
838	0.284928841
839	0.2848373923
840	0.2846814359
841	0.2845625666
842	0.2844736314
843	0.2843527971
844	0.284233279
845	0.284150081
846	0.2839760264
847	0.2837639156
848	0.2837097404
849	0.2836240555
850	0.2834666775
851	0.283402545
852	0.2831729128
853	0.2830093055
854	0.2828901739
855	0.2827766719
856	0.2827112545
857	0.2826276869
858	0.282555914
859	0.2825038401
860	0.2824045774
861	0.2823645341
862	0.2822042952
863	0.2820952867
864	0.2820714058
865	0.2819905907
866	0.2819200462
867	0.281837467
868	0.2818020577
869	0.2817468298
870	0.2815770238
871	0.281470938
872	0.2813606088
873	0.2813068463
874	0.2811870955
875	0.2810966921
876	0.2810385917
877	0.2808664615
878	0.2807417112
879	0.2805321463
880	0.2803869334
881	0.280298562
882	0.280107275
883	0.279960357
884	0.2797879139
885	0.2796790292
886	0.2795608686
887	0.279470615
888	0.2792449934
889	0.2791032794
890	0.2790187709
891	0.2788966738
892	0.2788224535
893	0.278765343
894	0.2786418955
895	0.2785331085
896	0.2784475773
897	0.2784057122
898	0.2782101865
899	0.2781228936
900	0.2780114574
901	0.2779694824
902	0.2779090525
903	0.2777097161
904	0.2776903194
905	0.2775670289
906	0.2775063978
907	0.2773729421
908	0.2772751158
909	0.2771620639
910	0.2770711641
911	0.2769702522
912	0.276786747
913	0.276517436
914	0.2764664572
915	0.2763874605
916	0.2762728691
917	0.2761626794
918	0.2760988328
919	0.275986529
920	0.2759049301
921	0.2757338326
922	0.2756008436
923	0.2754975211
924	0.2753864406
925	0.275295713
926	0.2752041986
927	0.2751329246
928	0.2749897154
929	0.2748988292
930	0.2747732383
931	0.2745782988
932	0.274521178
933	0.2744743995
934	0.2743961388
935	0.2742954972
936	0.2742224989
937	0.2741295821
938	0.2740290927
939	0.2739620137
940	0.2738314575
941	0.2736935161
942	0.273593627
943	0.2734487154
944	0.2733529896
945	0.2732270082
946	0.2731219377
947	0.2730281184
948	0.2729552628
949	0.2728886338
950	0.2727118972
951	0.2725028624
952	0.2724089666
953	0.2722980456
954	0.2722235857
955	0.272096427
956	0.2720041012
957	0.2719320408
958	0.2718924698
959	0.2716977704
960	0.2716366884
961	0.27157056
962	0.2714285132
963	0.2711963665
964	0.2709982339
965	0.2709343714
966	0.2708588336
967	0.2708364151
968	0.2707330417
969	0.2706771206
970	0.2705997065
971	0.27048881
972	0.2703566492
973	0.2702535915
974	0.2701261997
975	0.2700199692
976	0.2698982832
977	0.2697867729
978	0.2697227473
979	0.269617216
980	0.2694915336
981	0.2694236323
982	0.2693948749
983	0.2691397605
984	0.2691085725
985	0.2689880803
986	0.268963853
987	0.2688446971
988	0.2686421425
989	0.2685526916
990	0.2683622608
991	0.2682465223
992	0.2681679893
993	0.2680813209
994	0.2680010722
995	0.2678237013
996	0.2677335878
997	0.2676210673
998	0.2674649499
999	0.2673387021
