iter	Passed	Remaining
402	12251	18149
403	12279	18115
404	12310	18085
405	12338	18052
406	12368	18021
407	12395	17986
408	12418	17944
409	12446	17910
410	12475	17878
411	12504	17846
412	12533	17813
413	12563	17782
414	12591	17749
415	12621	17719
416	12649	17685
417	12677	17650
418	12707	17621
419	12738	17591
420	12768	17561
421	12801	17533
422	12834	17506
423	12868	17481
424	12902	17455
425	12935	17429
426	12968	17402
427	13001	17375
428	13034	17349
429	13070	17325
430	13105	17302
431	13140	17276
432	13170	17246
433	13200	17214
434	13229	17183
435	13258	17151
436	13287	17118
437	13315	17085
438	13346	17056
439	13376	17024
440	13405	16992
441	13436	16963
442	13458	16921
443	13491	16894
444	13524	16868
445	13557	16840
446	13590	16812
447	13624	16786
448	13656	16758
449	13685	16726
450	13715	16695
451	13745	16664
452	13774	16632
453	13804	16601
454	13830	16566
455	13860	16534
456	13890	16504
457	13918	16471
458	13950	16442
459	13979	16411
460	14009	16380
461	14039	16348
462	14069	16317
463	14097	16284
464	14127	16254
465	14157	16223
466	14187	16192
467	14217	16162
468	14247	16131
469	14278	16101
470	14309	16072
471	14339	16040
472	14369	16010
473	14400	15980
474	14431	15950
475	14460	15918
476	14489	15886
477	14515	15851
478	14550	15825
479	14586	15802
480	14622	15777
481	14651	15745
482	14682	15715
483	14712	15685
484	14743	15655
485	14772	15623
486	14802	15593
487	14832	15562
488	14862	15531
489	14890	15498
490	14921	15468
491	14952	15438
492	14980	15406
493	15009	15374
494	15039	15342
495	15068	15312
496	15098	15281
497	15128	15250
498	15158	15219
499	15190	15190
500	15220	15159
501	15251	15129
502	15280	15098
503	15310	15067
504	15340	15036
505	15367	15003
506	15397	14971
507	15426	14941
508	15457	14911
509	15486	14878
510	15516	14848
511	15546	14817
512	15576	14786
513	15605	14755
514	15635	14724
515	15663	14692
516	15693	14661
517	15721	14628
518	15752	14599
519	15782	14568
520	15811	14536
521	15839	14504
522	15869	14473
523	15899	14443
524	15929	14412
525	15959	14381
526	15988	14350
527	16017	14318
528	16046	14287
529	16076	14256
530	16105	14224
531	16134	14193
532	16165	14163
533	16193	14131
534	16222	14099
535	16251	14068
536	16282	14038
537	16310	14006
538	16338	13974
539	16368	13943
540	16397	13912
541	16427	13881
542	16454	13848
543	16486	13819
544	16516	13788
545	16543	13756
546	16572	13724
547	16603	13694
548	16633	13664
549	16663	13634
550	16692	13602
551	16722	13572
552	16753	13541
553	16783	13511
554	16814	13482
555	16847	13454
556	16877	13422
557	16905	13391
558	16936	13361
559	16966	13330
560	16995	13299
561	17025	13268
562	17054	13237
563	17084	13207
564	17114	13176
565	17142	13144
566	17172	13114
567	17202	13083
568	17230	13051
569	17259	13020
570	17288	12989
571	17318	12958
572	17346	12926
573	17376	12895
574	17406	12865
575	17434	12834
576	17466	12804
577	17494	12772
578	17520	12739
579	17549	12708
580	17579	12677
581	17606	12645
582	17635	12614
583	17661	12581
584	17692	12551
585	17722	12520
586	17752	12490
587	17783	12460
588	17813	12430
589	17842	12399
590	17872	12368
591	17903	12338
592	17933	12308
593	17962	12277
594	17991	12246
595	18021	12215
596	18050	12184
597	18078	12153
598	18112	12125
599	18146	12097
600	18180	12069
601	18208	12038
602	18238	12007
603	18269	11977
604	18297	11946
605	18324	11914
606	18353	11883
607	18383	11852
608	18411	11820
609	18441	11790
610	18469	11758
611	18497	11727
612	18527	11696
613	18556	11666
614	18588	11636
615	18616	11605
616	18645	11574
617	18675	11543
618	18705	11513
619	18735	11483
620	18763	11451
621	18794	11421
622	18822	11390
623	18852	11359
624	18883	11330
625	18914	11300
626	18944	11270
627	18972	11238
628	19002	11207
629	19030	11176
630	19059	11145
631	19089	11115
632	19118	11084
633	19148	11054
634	19177	11023
635	19207	10992
636	19236	10961
637	19265	10931
638	19294	10900
639	19325	10870
640	19356	10840
641	19384	10809
642	19414	10778
643	19445	10749
644	19476	10719
645	19506	10689
646	19535	10658
647	19565	10628
648	19596	10598
649	19626	10568
650	19657	10538
651	19687	10507
652	19716	10477
653	19745	10446
654	19778	10417
655	19815	10391
656	19852	10364
657	19884	10334
658	19916	10305
659	19948	10276
660	19979	10246
661	20011	10217
662	20043	10188
663	20075	10158
664	20107	10129
665	20140	10100
666	20171	10070
667	20199	10039
668	20230	10009
669	20262	9980
670	20294	9950
671	20327	9921
672	20358	9891
673	20388	9861
674	20419	9831
675	20450	9801
676	20478	9770
677	20509	9740
678	20539	9710
679	20568	9679
680	20598	9649
681	20629	9618
682	20660	9589
683	20692	9559
684	20723	9529
685	20753	9499
686	20784	9469
687	20814	9438
688	20841	9407
689	20872	9377
690	20902	9346
691	20932	9316
692	20960	9285
693	20990	9255
694	21024	9226
695	21057	9197
696	21090	9168
697	21124	9139
698	21157	9110
699	21187	9080
700	21215	9049
701	21244	9018
702	21274	8988
703	21304	8957
704	21332	8926
705	21361	8895
706	21390	8864
707	21418	8833
708	21450	8804
709	21480	8773
710	21509	8743
711	21539	8712
712	21569	8682
713	21598	8651
714	21628	8621
715	21656	8589
716	21686	8559
717	21719	8530
718	21748	8499
719	21779	8469
720	21809	8439
721	21840	8409
722	21871	8379
723	21903	8350
724	21933	8319
725	21964	8289
726	21994	8259
727	22024	8229
728	22054	8198
729	22083	8167
730	22114	8137
731	22145	8108
732	22175	8077
733	22204	8046
734	22234	8016
735	22263	7985
736	22289	7954
737	22319	7923
738	22349	7893
739	22380	7863
740	22410	7833
741	22441	7803
742	22471	7772
743	22501	7742
744	22533	7712
745	22565	7683
746	22594	7652
747	22625	7622
748	22655	7592
749	22684	7561
750	22713	7530
751	22741	7499
752	22771	7469
753	22802	7439
754	22831	7408
755	22860	7378
756	22889	7347
757	22919	7317
758	22949	7287
759	22977	7256
760	23007	7225
761	23038	7195
762	23069	7165
763	23099	7135
764	23129	7105
765	23159	7074
766	23189	7044
767	23218	7013
768	23247	6983
769	23277	6952
770	23308	6922
771	23337	6892
772	23372	6863
773	23409	6835
774	23441	6805
775	23473	6775
776	23505	6746
777	23536	6716
778	23566	6685
779	23596	6655
780	23627	6625
781	23658	6595
782	23689	6565
783	23720	6535
784	23751	6505
785	23783	6475
786	23816	6445
787	23849	6416
788	23882	6386
789	23911	6356
790	23945	6326
791	23976	6296
792	24009	6267
793	24041	6237
794	24073	6207
795	24104	6177
796	24135	6147
797	24165	6117
798	24194	6086
799	24223	6055
800	24252	6025
801	24280	5994
802	24310	5964
803	24340	5933
804	24368	5903
805	24397	5872
806	24425	5841
807	24455	5811
808	24484	5780
809	24514	5750
810	24543	5719
811	24574	5689
812	24603	5659
813	24632	5628
814	24662	5598
815	24691	5567
816	24721	5537
817	24751	5507
818	24780	5476
819	24809	5445
820	24838	5415
821	24869	5385
822	24898	5354
823	24928	5324
824	24958	5294
825	24989	5264
826	25018	5233
827	25047	5203
828	25077	5172
829	25105	5142
830	25137	5112
831	25167	5081
832	25196	5051
833	25225	5020
834	25252	4990
835	25282	4959
836	25308	4928
837	25338	4898
838	25364	4867
839	25392	4836
840	25418	4805
841	25445	4774
842	25474	4744
843	25504	4714
844	25536	4684
845	25566	4653
846	25596	4623
847	25625	4593
848	25652	4562
849	25682	4532
850	25712	4501
851	25740	4471
852	25771	4441
853	25801	4410
854	25831	4380
855	25860	4350
856	25888	4319
857	25917	4289
858	25947	4259
859	25978	4229
860	26008	4198
861	26037	4168
862	26065	4137
863	26092	4107
864	26124	4077
865	26154	4046
866	26184	4016
867	26219	3987
868	26249	3956
869	26279	3926
870	26310	3896
871	26338	3866
872	26368	3835
873	26397	3805
874	26427	3775
875	26455	3744
876	26485	3714
877	26515	3684
878	26544	3654
879	26573	3623
880	26600	3593
881	26628	3562
882	26656	3532
883	26683	3501
884	26713	3471
885	26740	3440
886	26770	3410
887	26799	3380
888	26826	3349
889	26855	3319
890	26884	3288
891	26913	3258
892	26941	3228
893	26971	3198
894	27001	3167
895	27029	3137
896	27057	3106
897	27086	3076
898	27113	3046
899	27142	3015
900	27174	2985
901	27202	2955
902	27229	2924
903	27260	2894
904	27290	2864
905	27319	2834
906	27350	2804
907	27380	2774
908	27409	2743
909	27438	2713
910	27467	2683
911	27497	2653
912	27524	2622
913	27553	2592
914	27582	2562
915	27611	2532
916	27640	2501
917	27669	2471
918	27700	2441
919	27729	2411
920	27763	2381
921	27792	2351
922	27820	2320
923	27850	2290
924	27881	2260
925	27910	2230
926	27940	2200
927	27970	2170
928	27998	2139
929	28025	2109
930	28056	2079
931	28086	2049
932	28116	2019
933	28144	1988
934	28171	1958
935	28199	1928
936	28229	1898
937	28260	1867
938	28289	1837
939	28320	1807
940	28350	1777
941	28378	1747
942	28406	1717
943	28435	1686
944	28463	1656
945	28493	1626
946	28522	1596
947	28549	1566
948	28579	1535
949	28609	1505
950	28637	1475
951	28665	1445
952	28691	1414
953	28718	1384
954	28748	1354
955	28777	1324
956	28804	1294
957	28834	1264
958	28862	1233
959	28892	1203
960	28923	1173
961	28953	1143
962	28981	1113
963	29010	1083
964	29037	1053
965	29067	1023
966	29098	993
967	29127	962
968	29159	932
969	29189	902
970	29218	872
971	29248	842
972	29276	812
973	29304	782
974	29330	752
975	29359	721
976	29392	691
977	29422	661
978	29454	631
979	29490	601
980	29519	571
981	29547	541
982	29576	511
983	29606	481
984	29634	451
985	29664	421
986	29693	391
987	29721	360
988	29750	330
989	29779	300
990	29809	270
991	29839	240
992	29868	210
993	29897	180
994	29927	150
995	29957	120
996	29988	90
997	30019	60
998	30051	30
999	30077	0
