iter	RMSE
393	0.3856556833
394	0.3855062209
395	0.3852779738
396	0.3850054684
397	0.3848193722
398	0.3846940682
399	0.3846319242
400	0.3845761323
401	0.3844501678
402	0.384221587
403	0.3840930601
404	0.3840026518
405	0.3839792095
406	0.3838763934
407	0.383850545
408	0.3838302076
409	0.3837605668
410	0.3835997209
411	0.3833905168
412	0.3831284614
413	0.3830313239
414	0.3829162482
415	0.3827664704
416	0.3826032673
417	0.3825282058
418	0.3824425508
419	0.3822859247
420	0.3819927019
421	0.3818764558
422	0.3817302512
423	0.381704112
424	0.3815366527
425	0.3814619629
426	0.3814044569
427	0.3812386329
428	0.3811708311
429	0.3808841961
430	0.380794143
431	0.3804919217
432	0.3804079915
433	0.3803446932
434	0.3802989084
435	0.3801736067
436	0.3801263604
437	0.3800553132
438	0.379696601
439	0.3796398639
440	0.3795401716
441	0.3794794903
442	0.3794757264
443	0.3794595655
444	0.3793810994
445	0.3792584872
446	0.3790654756
447	0.3789984667
448	0.3788511825
449	0.3786633563
450	0.3786042286
451	0.3785042382
452	0.3782945701
453	0.378069078
454	0.3779504937
455	0.3779079692
456	0.3777615064
457	0.3776967497
458	0.3775106237
459	0.3774090586
460	0.377304906
461	0.3771182638
462	0.3770420855
463	0.376839036
464	0.3764831161
465	0.3763697311
466	0.3761750304
467	0.3761631585
468	0.375870611
469	0.37583926
470	0.3756150696
471	0.3755778751
472	0.3754928376
473	0.3753934671
474	0.3753550222
475	0.3753133559
476	0.3752842005
477	0.3751846817
478	0.375077528
479	0.3750467801
480	0.374998181
481	0.3747695023
482	0.3745657573
483	0.3745300874
484	0.3744472675
485	0.3743194583
486	0.3742964613
487	0.3742771821
488	0.3741129673
489	0.3740701271
490	0.373988289
491	0.3739641362
492	0.3738181177
493	0.3737487122
494	0.3735485106
495	0.3733649839
496	0.3733144973
497	0.3731415584
498	0.3729456571
499	0.3727130465
500	0.3724250666
501	0.3723911732
502	0.3723321164
503	0.3722818522
504	0.3720376832
505	0.3717988432
506	0.3717231629
507	0.3714642622
508	0.3713914304
509	0.3712185396
510	0.37115431
511	0.3710369808
512	0.370772046
513	0.3705779171
514	0.3705392266
515	0.3703515254
516	0.3702390228
517	0.3701606299
518	0.3700690605
519	0.3700106629
520	0.369990655
521	0.3698892663
522	0.3698590662
523	0.3698463319
524	0.3697820331
525	0.369607531
526	0.3695270081
527	0.3694903592
528	0.369362057
529	0.3693309693
530	0.3691454287
531	0.3689975308
532	0.3689110089
533	0.3688034898
534	0.3687045509
535	0.3686524724
536	0.3685888693
537	0.3684641309
538	0.3683429819
539	0.3682739115
540	0.3682330506
541	0.3681858823
542	0.3680541026
543	0.3678957091
544	0.3678311832
545	0.3676739094
546	0.3676153415
547	0.3675295836
548	0.3674025412
549	0.3673467443
550	0.3672492338
551	0.3672356117
552	0.3671571699
553	0.3670722163
554	0.3670411872
555	0.3669326714
556	0.3668469961
557	0.3667044551
558	0.3666638999
559	0.3665361725
560	0.3664629292
561	0.3663993246
562	0.3663843502
563	0.3663662217
564	0.3663110787
565	0.3662887631
566	0.3661796309
567	0.3660303409
568	0.3659036575
569	0.3657906046
570	0.3657110445
571	0.3656517854
572	0.3655060988
573	0.365391955
574	0.3651550146
575	0.3650318341
576	0.3648812153
577	0.3647472404
578	0.3646174609
579	0.3644675182
580	0.3643789407
581	0.3643131301
582	0.3642138692
583	0.3641808549
584	0.3639266084
585	0.3638181781
586	0.3636788256
587	0.3635102735
588	0.3634557909
589	0.363443682
590	0.3633889129
591	0.3632269451
592	0.3630487037
593	0.3630164712
594	0.3628740985
595	0.3628030504
596	0.3626710091
597	0.3626224301
598	0.3625559072
599	0.3622829111
600	0.3621594352
601	0.3621350959
602	0.3620783436
603	0.3620240318
604	0.3619630132
605	0.3619055274
606	0.3618642202
607	0.361810049
608	0.3616862727
609	0.3615906383
610	0.3614809196
611	0.3614136327
612	0.3613335686
613	0.3612374071
614	0.3612298546
615	0.3611777514
616	0.3609786682
617	0.3608137576
618	0.3607634555
619	0.3605690642
620	0.360469431
621	0.3604032646
622	0.360372009
623	0.3602832508
624	0.3602269389
625	0.3601707012
626	0.3601256871
627	0.3601185824
628	0.3599898476
629	0.3599172395
630	0.3598218393
631	0.3598004339
632	0.359709148
633	0.3596215146
634	0.3595355513
635	0.359430275
636	0.3593025345
637	0.3591111585
638	0.3590286374
639	0.3589105286
640	0.3587494453
641	0.3586794467
642	0.3586267215
643	0.3584629389
644	0.3582445309
645	0.3580005816
646	0.3579773205
647	0.3578422145
648	0.3578266294
649	0.3577436926
650	0.3577207616
651	0.3575843215
652	0.357432967
653	0.3573726095
654	0.3572841924
655	0.3571083739
656	0.3568901696
657	0.3568290648
658	0.3566998593
659	0.3564905383
660	0.3564115961
661	0.3563220089
662	0.3562425236
663	0.3562064943
664	0.3561501493
665	0.3559975354
666	0.3559481693
667	0.3559027124
668	0.3558510488
669	0.3558219061
670	0.3556937895
671	0.35556751
672	0.3555233428
673	0.3554007083
674	0.3551763295
675	0.3550962762
676	0.355024609
677	0.354883795
678	0.3546991756
679	0.3545926969
680	0.354551309
681	0.3544323987
682	0.3542242301
683	0.354098257
684	0.3538884978
685	0.3538547199
686	0.3538032762
687	0.3537436781
688	0.3537047901
689	0.3535478662
690	0.3534826705
691	0.3534504552
692	0.353374249
693	0.3532862839
694	0.3532547608
695	0.3532001694
696	0.3531157921
697	0.3529729949
698	0.3528519162
699	0.3527684975
700	0.3526915231
701	0.3524840385
702	0.3523198115
703	0.3521894289
704	0.3521174347
705	0.3520279404
706	0.3518578844
707	0.3517976986
708	0.3517371298
709	0.3515227252
710	0.3512867509
711	0.3510549175
712	0.3508789372
713	0.3508700706
714	0.3507507602
715	0.3507053804
716	0.3506525529
717	0.3505905274
718	0.3505468661
719	0.3504316563
720	0.3503865119
721	0.3502928724
722	0.3501628547
723	0.3500857269
724	0.3499935416
725	0.3498986147
726	0.3497684222
727	0.3497400364
728	0.3496704981
729	0.3496208884
730	0.3494864027
731	0.3494654021
732	0.3493773396
733	0.3493637959
734	0.3493215828
735	0.3492024308
736	0.3491546984
737	0.3491388531
738	0.3490668069
739	0.3488380243
740	0.3488109823
741	0.3486869369
742	0.3486335005
743	0.3485580862
744	0.3484632634
745	0.3483453418
746	0.348291617
747	0.3481869015
748	0.3480859895
749	0.3480422896
750	0.3479886858
751	0.3478796643
752	0.3478228758
753	0.3478055035
754	0.3477691254
755	0.3476283709
756	0.3475739612
757	0.3475158216
758	0.3474983281
759	0.3474462661
760	0.3474339704
761	0.3474100735
762	0.3473353258
763	0.347069658
764	0.3470340409
765	0.3469868
766	0.3468735407
767	0.3467861256
768	0.3467512248
769	0.3467359407
770	0.3467037873
771	0.3466223141
772	0.3465868073
773	0.3464091485
774	0.3463399025
775	0.3462669844
776	0.3460448724
777	0.3459584253
778	0.3459356166
779	0.3458224219
780	0.3458067915
781	0.3457897994
782	0.3457249706
783	0.3455692657
784	0.3455419766
785	0.3454812952
786	0.3453737083
787	0.3452656125
788	0.3452047323
789	0.3450965824
790	0.3449119994
791	0.3449059684
792	0.3447573841
793	0.3446498049
794	0.3445869316
795	0.3445202782
796	0.3444372792
797	0.3443162612
798	0.3441198623
799	0.343826655
800	0.3437758229
801	0.3437431846
802	0.3436941621
803	0.3434866913
804	0.3434685882
805	0.343353908
806	0.3433162224
807	0.3431904778
808	0.3430325233
809	0.3429603137
810	0.3429216798
811	0.3427929239
812	0.342771082
813	0.3425754896
814	0.3424811826
815	0.3423450559
816	0.3422360084
817	0.3421820372
818	0.3421359568
819	0.3421287275
820	0.3420289595
821	0.3419743141
822	0.341936515
823	0.3418630194
824	0.3417652124
825	0.3416930168
826	0.3416385794
827	0.3415393564
828	0.3414584237
829	0.3413603745
830	0.3412816227
831	0.3412553364
832	0.3411978564
833	0.3411291628
834	0.3409975026
835	0.340910181
836	0.3408966252
837	0.3408558715
838	0.3407377947
839	0.3406779322
840	0.3405282871
841	0.3404926042
842	0.3404742866
843	0.3403114501
844	0.3401831912
845	0.3401538943
846	0.3400008827
847	0.339875403
848	0.3397790878
849	0.3397238805
850	0.3396379163
851	0.339551343
852	0.3394998617
853	0.3394198072
854	0.3392813049
855	0.33917421
856	0.3390544571
857	0.3389823313
858	0.3388959711
859	0.3388768114
860	0.3388366049
861	0.3386843011
862	0.3386427263
863	0.3385985113
864	0.3385132323
865	0.3384103519
866	0.3383992969
867	0.3383202387
868	0.3382286459
869	0.3381228342
870	0.3380605576
871	0.3380060576
872	0.3379407217
873	0.3378379736
874	0.3378048347
875	0.3377549627
876	0.3376539756
877	0.3375351267
878	0.3375170323
879	0.3374976275
880	0.3374618028
881	0.3374177561
882	0.3373435869
883	0.3373328588
884	0.3372806602
885	0.3372655489
886	0.3371971058
887	0.3370794808
888	0.3369782521
889	0.3369134107
890	0.3368411186
891	0.3368082557
892	0.3367768223
893	0.3366877517
894	0.3365729115
895	0.3365262229
896	0.3364736623
897	0.3362729872
898	0.3362597438
899	0.3361895065
900	0.3361588022
901	0.3360795715
902	0.3360235609
903	0.335888953
904	0.3358392845
905	0.3357988248
906	0.3357478822
907	0.3357080183
908	0.335441471
909	0.3353490754
910	0.3350872709
911	0.3349989158
912	0.3349786267
913	0.3349565091
914	0.3349109844
915	0.3348553856
916	0.3347839972
917	0.3347048337
918	0.3346807451
919	0.3346206688
920	0.3345550958
921	0.3345356903
922	0.3345141577
923	0.3344905542
924	0.3343539493
925	0.3342411943
926	0.3341391269
927	0.3340681001
928	0.3339529022
929	0.3339306831
930	0.3338981004
931	0.3337805328
932	0.3337214647
933	0.3334981605
934	0.3334572537
935	0.3334367517
936	0.3332376457
937	0.3331513871
938	0.3330655352
939	0.3329112925
940	0.3328709106
941	0.3327749454
942	0.3327435875
943	0.3327021591
944	0.3326532795
945	0.3325320053
946	0.3324886778
947	0.3324463191
948	0.3324334073
949	0.3323584052
950	0.33230491
951	0.3322581639
952	0.3322093094
953	0.3321840901
954	0.33207926
955	0.3320408018
956	0.3319969123
957	0.3318583953
958	0.3318467035
959	0.3318104407
960	0.3315766084
961	0.3315285469
962	0.3314521205
963	0.3313394676
964	0.3312984088
965	0.3312648719
966	0.3311972507
967	0.3311831373
968	0.3311296914
969	0.3310706141
970	0.3310162663
971	0.3309147443
972	0.3308514019
973	0.3306796545
974	0.3305973677
975	0.33057619
976	0.3305091231
977	0.3304252588
978	0.3302928944
979	0.3302032307
980	0.3300955087
981	0.3300700419
982	0.3300291668
983	0.3299841644
984	0.3299796087
985	0.3299540691
986	0.329844566
987	0.3297901429
988	0.3297134604
989	0.329661542
990	0.3294956913
991	0.3294543835
992	0.3293870226
993	0.3292679474
994	0.3292329071
995	0.329130837
996	0.3289803513
997	0.3288911859
998	0.3287604691
999	0.3287466519
